Age_Range,Industry,Job_Title,Annual_Salary,Additional_Monetary_Compensation,Currency,Other_Currency,Country,State/Province,City,"Total _Years_of _Professional_Experience",Total_Years_of_Professional_Field_Experience,Highest_Education,Gender
25-34,"EDUCATION (HIGHER EDUCATION)","Graduate Research Assistant",22800,2000,USD,NA,"United States",Alabama,Auburn,"2 - 4 years","5-7 years","Master'S Degree",Man
35-44,"EDUCATION (HIGHER EDUCATION)","Health & Wellness Specialist",31800,5000,USD,NA,"United States",Alabama,Auburn,"11 - 20 years","2 - 4 years","College Degree",Woman
45-54,"HOSPITALITY & EVENTS","Hotel General Manager",90000,0,USD,NA,"United States",Maine,Auburn,"21 - 30 years","11 - 20 years","Some College",Woman
55-64,"EDUCATION (HIGHER EDUCATION)","Humanities Faculty And Department Chair",55000,25000,USD,NA,"United States",Maine,Auburn,"31 - 40 years","11 - 20 years","Master'S Degree",Woman
"above 64","EDUCATION (HIGHER EDUCATION)",Professor,173000,3000,USD,NA,"United States",Alabama,Auburn,"31 - 40 years","31 - 40 years",PH.D.,Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Public Library Assistant Director",54496,2000,USD,NA,"United States",Indiana,Auburn,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,SALES,"Sales Consultant",100000,2000,USD,NA,"United States",Massachusetts,Auburn,"11 - 20 years","5-7 years","College Degree",Woman
35-44,SALES,"Inside Sales Representative",55000,12000,USD,NA,"United States",Michigan,Auburn,"5-7 years","5-7 years","College Degree",Man
25-34,INSURANCE,"Business Analyst",115500,0,AUD/NZD,NZD,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Civil / Environmental Engineer",69000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","8 - 10 years","Professional Degree (MD, Jd, Etc.)",Woman
45-54,"ACCOUNTING, BANKING & FINANCE",Consultant,112000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
25-34,"ART & DESIGN","Copy Centre Manager",68000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","Master'S Degree",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Corporate Credit Manager",115000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","11 - 20 years","Some College",Man
35-44,"COMPUTING OR TECH",Developer,145689,2000,USD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","11 - 20 years","Master'S Degree",Man
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Emergency Management Advisor",77000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","2 - 4 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Finance Business Partner",125000,6250,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","8 - 10 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"GOVERNMENT  & PUBLIC ADMINISTRATION","Functional Consultant",94726,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"21 - 30 years","11 - 20 years","Some College",Woman
25-34,NONPROFITS,"General Manager",68000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"1 year or less","1 year or less","Master'S Degree",Woman
25-34,"BUSINESS OR CONSULTING","GIS Team Leade",110000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"MARKETING, ADVERTISING & PR","Group Marketing Manager",122000,500,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,LAW,"Membership Executive",70000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE",Partner,185000,30000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","8 - 10 years","College Degree",Man
35-44,"UTILITIES & TELECOMMUNICATIONS","Principal Software Engineer",167000,16700,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"21 - 30 years","21 - 30 years","High School",Man
18-24,"COMPUTING OR TECH","Product Manager",65000,2000,Other,NZD,"New Zealand",Unknown,Auckland,"2 - 4 years","1 year or less","Some College",Man
45-54,"EDUCATION (HIGHER EDUCATION)","Professional Teaching Fellow",180000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"21 - 30 years","21 - 30 years","College Degree",Man
25-34,"EDUCATION (HIGHER EDUCATION)","Project Analyst",50000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"2 - 4 years","1 year or less",PH.D.,Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Project Manager",114000,1000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","5-7 years","College Degree",Woman
25-34,"MARKET RESEARCH","Research Executive",34000,0,USD,NA,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"PROPERTY OR CONSTRUCTION","Sales Process Manager",92000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","5-7 years","Master'S Degree",Woman
35-44,"EDUCATION (PRIMARY/SECONDARY)","Secondary School Teacher",90000,2000,AUD/NZD,NZD,"New Zealand",Unknown,Auckland,"11 - 20 years","2 - 4 years","College Degree",Woman
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Senior Advisor",84000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Consultant",125000,4000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","5-7 years","College Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Senior Data Analyst",81000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","5-7 years","Master'S Degree",Man
25-34,"TRANSPORT OR LOGISTICS","Senior Data Analyst",92000,9200,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","2 - 4 years","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","SEO Specialist",62500,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Site Reliability Engineer",145000,7000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","2 - 4 years","College Degree",Non-binary
25-34,"COMPUTING OR TECH","Software Developer",67000,3000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"1 year or less","1 year or less","College Degree",Man
25-34,"UTILITIES & TELECOMMUNICATIONS","Software Developer",75000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","2 - 4 years","College Degree",Man
35-44,LAW,Solicitor,59000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","1 year or less","College Degree",Woman
25-34,"COMPUTING OR TECH","Test Engineer",82500,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"2 - 4 years","2 - 4 years","College Degree",Woman
18-24,"ART & DESIGN","User Experience(UX) /Ui Designer",100000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"2 - 4 years","2 - 4 years","College Degree","Other/Prefer not to answer"
35-44,"COMPUTING OR TECH","Head Of Delivery",145000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","2 - 4 years","Master'S Degree","Other/Prefer not to answer"
25-34,"EDUCATION (PRIMARY/SECONDARY)","Stem Engagement",60000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","5-7 years",PH.D.,Woman
35-44,SALES,"Account Manager",105000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"21 - 30 years","2 - 4 years","Master'S Degree",Man
45-54,"MEDIA & DIGITAL","Deputy Editor",84000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,ENVIRONMENTAL,"Geographic Information Systems(GIS)  Analyst",71000,2000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
35-44,MANUFACTURING,"Payroll Manager",120000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"LEISURE, SPORT & TOURISM","Pilates Teacher",56000,0,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,LAW,"Senior Legal Counsel",160000,7000,AUD/NZD,NA,"New Zealand",Unknown,Auckland,"8 - 10 years","8 - 10 years","College Degree","Other/Prefer not to answer"
35-44,"GOVERNMENT  & PUBLIC ADMINISTRATION","HR Specialist",63939,0,USD,NA,"United States",Maine,Augusta,"11 - 20 years","2 - 4 years","College Degree",Woman
25-34,NONPROFITS,"Annual Fund Manager",50000,1250,USD,NA,"United States",Maine,Augusta,"11 - 20 years","8 - 10 years","College Degree",Woman
45-54,"GOVERNMENT  & PUBLIC ADMINISTRATION","Associate Director",72000,0,USD,NA,"United States",Maine,Augusta,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
35-44,"HEALTH CARE","Clinical Counselor",55000,2000,USD,NA,"United States",Maine,Augusta,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
45-54,"EDUCATION (HIGHER EDUCATION)","Data Analyst",50000,2000,USD,NA,"United States",Georgia,Augusta,"21 - 30 years","2 - 4 years","Some College",Woman
45-54,"EDUCATION (HIGHER EDUCATION)","Department Chair",120000,0,USD,NA,"United States",Georgia,Augusta,"31 - 40 years","31 - 40 years",PH.D.,Woman
35-44,NONPROFITS,"Director Of Community Resources",63000,2000,USD,NA,"United States",Georgia,Augusta,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
25-34,"GOVERNMENT  & PUBLIC ADMINISTRATION","Director Of Research And Evaluation",97000,2000,USD,NA,"United States",Maine,Augusta,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
45-54,"ENGINEERING OR MANUFACTURING","Field Engineer",122000,2000,USD,NA,"United States",Georgia,Augusta,"21 - 30 years","21 - 30 years","Master'S Degree",Man
35-44,RETAIL,"Grocery Clerk",27500,2000,USD,NA,"United States",Maine,Augusta,"5-7 years","1 year or less","College Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Manufacturing Engineer",74500,0,USD,NA,"United States",Georgia,Augusta,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"AGRICULTURE OR FORESTRY","Plant Breeder",91000,10000,USD,NA,"United States",Maine,Augusta,"5-7 years","5-7 years",PH.D.,Woman
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION",Proofreader,41000,2000,USD,NA,"United States",Maine,Augusta,"5-7 years","2 - 4 years","Master'S Degree",Woman
35-44,"HEALTH CARE","Registered Nurse",68640,0,USD,NA,"United States",Maine,Augusta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"TRANSPORT OR LOGISTICS","Senior Applications Administrator",78000,2000,USD,NA,"United States",Georgia,Augusta,"11 - 20 years","2 - 4 years","Some College",Woman
35-44,"COMPUTING OR TECH","Senior Support Specialist",51000,5000,USD,NA,"United States",Georgia,Augusta,"8 - 10 years","2 - 4 years","College Degree",Woman
55-64,INSURANCE,"Training Manager",86000,4000,USD,NA,"United States",Georgia,Augusta,"21 - 30 years","21 - 30 years","College Degree",Woman
35-44,"ANIMAL CARE","Animal Keeper",32000,0,USD,NA,"United States",Michigan,Augusta,"21 - 30 years","11 - 20 years","College Degree",Woman
55-64,"COMPUTING OR TECH","Implementation Specialist",62000,5000,USD,NA,"United States",Georgia,Augusta,"31 - 40 years","8 - 10 years","Some College",Woman
45-54,"COMPUTING OR TECH","Product Owner / Project Manager",110000,5000,USD,NA,"United States",Georgia,Augusta,"11 - 20 years","11 - 20 years","College Degree",Woman
45-54,"HEALTH CARE","Receptionist / Assistant",24900,0,USD,NA,"United States",Illinois,Augusta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"HEALTH CARE","Clinical Research Assistant",43000,1000,USD,NA,"United States",Colorado,Aurora,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"CLINICAL RESEARCH","Clinical Research Monitor",63000,2000,USD,NA,"United States",Colorado,Aurora,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,IT,"Compliance Analyst",56000,0,USD,NA,"United States",Colorado,Aurora,"2 - 4 years","5-7 years","College Degree",Woman
35-44,"LAW ENFORCEMENT & SECURITY","Detentions Crew Leader",41000,0,USD,None,"United States",Colorado,Aurora,"8 - 10 years","1 year or less","College Degree",Woman
25-34,"COMPUTING OR TECH","Director of Technology",130000,0,USD,NA,"United States",Illinois,Aurora,"11 - 20 years","11 - 20 years","Some College",Man
25-34,"ENGINEERING OR MANUFACTURING","Engineering Project Manager",115000,7000,USD,NA,"United States",Alberta,Aurora,"8 - 10 years","8 - 10 years","College Degree",Woman
18-24,RETAIL,"Full Time Assistant Manager",26000,2000,USD,NA,"United States",Ohio,Aurora,"5-7 years","2 - 4 years","High School",Non-binary
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Health Care Policy Analyst",111000,1800,USD,NA,"United States",Colorado,Aurora,"11 - 20 years","5-7 years","Master'S Degree",Woman
45-54,"HEALTH CARE","Occupational Therapist",98000,2000,USD,NA,"United States",Colorado,Aurora,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
45-54,"HEALTH CARE",Optometrist,152000,10000,USD,NA,"United States",Colorado,Aurora,"21 - 30 years","21 - 30 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"HEALTH CARE","Professional Research Assistant",47415,0,USD,NA,"United States",Colorado,Aurora,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,NONPROFITS,"Public Services Manager",57000,0,USD,NA,"United States",Illinois,Aurora,"8 - 10 years","5-7 years","Master'S Degree",Woman
25-34,"HEALTH CARE","Registered Nurse",69000,0,USD,NA,"United States",Colorado,Aurora,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
45-54,RETAIL,"Senior Solution Analyst",110500,4000,USD,NA,"United States",Illinois,Aurora,"21 - 30 years","21 - 30 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Software Engineer",175000,7000,USD,NA,"United States",Colorado,Aurora,"11 - 20 years","11 - 20 years","Master'S Degree",Man
18-24,"EDUCATION (PRIMARY/SECONDARY)",Teacher,48000,0,USD,NA,"United States",Colorado,Aurora,"1 year or less","1 year or less","Master'S Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Transportation Engineer",70000,0,USD,NA,"United States",Colorado,Aurora,"2 - 4 years","2 - 4 years","College Degree",Non-binary
25-34,"HEALTH CARE","Nurse Practitioner",105000,0,USD,NA,"United States",Colorado,Aurora,"5-7 years","2 - 4 years","Master'S Degree",Woman
25-34,"HEALTH CARE","Operations Assistant",29600,2000,USD,NA,"United States",Georgia,Austell,"2 - 4 years","2 - 4 years","Some College",Woman
45-54,"COMPUTING OR TECH","Customer Engagement (CE) Expert",40000,0,USD,NA,"United States",Texas,Austin,"21 - 30 years","21 - 30 years","College Degree",Woman
35-44,"RECRUITMENT OR HR","HR Generalist",45000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years","College Degree",Woman
25-34,"ART & DESIGN","3D Artist",80000,1200,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Academic Advising Coordinator",45000,0,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","Master'S Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Academic Advisor",40000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Master'S Degree",Woman
35-44,SALES,"Account Executive Ii",31200,42000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Account Manager",70000,22000,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
25-34,SALES,"Account Manager",80000,40000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
45-54,"MARKETING, ADVERTISING & PR","Account Supervisor",100000,0,USD,NA,"United States",Texas,Austin,"31 - 40 years","31 - 40 years","College Degree",Man
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Actuary I",62000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Man
45-54,"MEDIA & DIGITAL","Administrative Assistant",32100,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Administrative Manager",70000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Administrative Manager",66000,240,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"PUBLIC LIBRARY","Adult Services Librarian",55000,800,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Aerospace Engineer",110500,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Man
25-34,"COMPUTING  OR TECH","Aggregation Quality Analyst",55120,8000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"HEALTH CARE",Analyst,63500,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Man
25-34,"COMPUTING OR TECH","Analytics Manager Senior",127500,30000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Man
45-54,"GOVERNMENT AND PUBLIC ADMINISTRATION",Archivist,60000,300,USD,NA,"United States",Texas,Austin,"21 - 30 years","5-7 years","Master'S Degree",Woman
18-24,RETAIL,"Area Sales Manager",49000,2000,USD,NA,"United States",Texas,Austin,"1 year or less","1 year or less","College Degree",Woman
18-24,RETAIL,"Area Sales Manager",49000,2000,USD,NA,"United States",Texas,Austin,"1 year or less","1 year or less","College Degree",Woman
25-34,MUSIC,"Artist Manager",65000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Man
25-34,"EDUCATION (HIGHER EDUCATION)","Assistant Advisor",37000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","Master'S Degree",Woman
35-44,LAW,"Assistant Counsel",82000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Man
25-34,"EDUCATION (HIGHER EDUCATION)","Assistant Editor",38400,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,SALES,"Assistant Manager",48750,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Assistant Professor",175000,0,USD,NA,"United States",Texas,Austin,"5-7 years","11 - 20 years",PH.D.,Man
35-44,"EDUCATION (HIGHER EDUCATION)","Assistant Professor",54000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","5-7 years",PH.D.,Man
25-34,"EDUCATION (HIGHER EDUCATION)","Assistant Professor",60000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years",PH.D.,Man
35-44,"EDUCATION (HIGHER EDUCATION)","Assistant Professor",145000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years",PH.D.,Woman
25-34,NONPROFITS,"Associate Director",51000,4200,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Master'S Degree",Woman
45-54,"EDUCATION (HIGHER EDUCATION)","Associate Director",92000,1200,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Associate Director Of Marketing",113000,16000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
